uid,sentence
20,Concordia is a peaceful strategy game of economic development in Roman times for 2-5 players aged 13 and up.
20,"Instead of looking to the luck of dice or cards, players must rely on their strategic abilities."
20,Be sure to watch your rivals to determine which goals they are pursuing and where you can outpace them!
20,"In the game, colonists are sent out from Rome to settle down in cities that produce bricks, food, tools, wine, and cloth."
20,Each player starts with an identical set of playing cards and acquires more cards during the game.
20,"These cards serve two purposes:

They allow a player to choose actions during the game."
20,They are worth victory points (VPs) at the end of the game.
20,Concordia is a strategy game that requires advance planning and consideration of your opponent's moves.
20,"Every game is different, not only because of the sequence of new cards on sale but also due to the modular layout of cities."
20,"(One side of the game board shows the entire Roman Empire with 30 cities for 3-5 players, while the other shows Roman Italy with 25 cities for 2-4 players.)"
20,"When all cards have been sold or after the first player builds his 15th house, the game ends."
20,"The player with the most VPs from the gods (Jupiter, Saturnus, Mercurius, Minerva, Vesta, etc.)"
20,wins the game.
21,A Feast for Odin is a saga in the form of a board game.
21,"You are reliving the cultural achievements, mercantile expeditions, and pillages of those tribes we know as Viking today — a term that was used quite differently towards the end of the first millennium."
21,"When the northerners went out for a raid, they used to say they headed out for a viking."
21,"Their Scandinavian ancestors, however, were much more than just pirates."
21,They were explorers and founders of states.
21,"Leif Eriksson is said to be the first European in America, long before Columbus."
21,"In what is known today as Normandy, the intruders were not called Vikings but Normans."
21,One of them is the famous William the Conqueror who invaded England in 1066.
21,He managed to do what the king of Norway failed to do only a few years prior: conquer the Throne of England.
